"id","profileName","text","date","title","rating","images","helpful"
"R1SGL2CVEQSKCP","Amazon Customer","I read this book after taking an introductory online course. The online course did a great job of helping me understand the core concepts of Python, but left out a lot of the conventions (such as formatting). This is where the book REALLY comes in handy. The author puts an emphasis on common formatting used within the industry.The examples and the exercises are extremely well thought out and really helped me understand the code. The examples are usually something you'd encounter in real-life and when the author expands the code for those examples its done so bit by bit so you get a full understanding of what is actually going on.First half of the book is all about learning python. The second half walks you through big projects, such as a video game, web page, or web application. I've done all the exercises and am currently working on the video game project.HIGHLY recommended for anyone trying to pick up Python.","Reviewed in the United States on June 9, 2020","This is a GREAT book!",5,"","4"
"R1VS1WOPSZYESO","Evan Walker","This is, without a doubt, the poorest bound book I've ever seen. It isn't even attached by the spine, and only holds in via a small strip of glue on the first and last pagesTerrible quality, really, really terrible.The book turns into a loose pamphlet almost immediately. Worthless. The book content is fine and good, if you can use the book more than once.","Reviewed in the United States on November 9, 2020","The worst quality book in existence",2,"","2"
"R2PB18GJ3UZ2FJ","Mr magic","I like how the first part of the books explains the fundamentals of programming in python and that you can apply these fundamentals in other languages. My issue with learning part 1 of the book is that I had to keep looking up other explanations on google for methods and some of the concepts. He did not really help the reader understand python syntax. So better explanation in part 1.I just started part 2, I’m making the alien invasion game and he is not explaining it very well. im having a hard time understanding some of pygames methods and function, the author is not explaining them very efficient . So I’m going to have to read the pygame documentation to get a better understanding! i feel like the author did put much effort into the last part of the book. so im going to move on to another book to practice python!Overall ig it’s pretty good he definitely needs some improvement. Part one is what I really like ! Idk about part 2 becuase he is not explaining the code very well.","Reviewed in the United States on October 3, 2021","Good for programming fundamentals!",3,"",1
"R3SUJX4KZOSSJ4","Brian. Vogel","The 11 chapters of the book was very good at teaching python fundamentals. The examples were easy to follow and build upon. If I had stopped there, I probably would have given it 5 stars.I decided to try out the Django section.  The author's choice to house the app learning_logs in a folder learning_logs made it very confusing, particularly when the folder name displays as learning_log$.  I frequently wasn't sure if I was in the correct directory when issuing python manage.py commands.  -2 stars for this.","Reviewed in the United States on November 26, 2019","Great For Introduction",3,"","4"
"R1WMNIBWNS9VPE","M.M","I purchased this book and quickly dived into it.  I am on halfway into chapter 5 and am surprised at how fun it is to learn Python.  The explanation to code and how it works is easy to understand.  I like the mini Try It Yourself within the chapter or towards the end, where you get to try out what you learned.  If you get stuck, a simple Google search will help you further expand your knowledge.  I am enjoying learning Python at my own pace.  I needed it this for work and it is helping tons!  If you are looking for a new program to learn or just want to advance your knowledge, pick up this book.  I am also teaching my 10-year old daughter how to program in Python.  She understood the concepts and explanations well enough to do what the book says on her own.  This book is not hard.  Dedicate 1 hour a day and YouTube or Google some issues if you get stuck.","Reviewed in the United States on May 18, 2021","Python is easy to learn with this book",5,"","2"
"R25V2G0ISJK88O","Maintenance Man","I bought this book for the second half that has the projects. The first section was annoying because it was missing Pygame code that allows you to close the game window. Luckily I knew some Pygame and could fix it myself. I was going to give this book low marks for such a glaring oversight. However the second section with APIs was top notch. The last section attempted to cover way too much - Django, Bootstrap, Git, Heroku. Those topics could have easily filled a book on their own.","Reviewed in the United States on October 9, 2021","Troubling at First",3,"",0
"RGR5UQFA4F0AH","L B.","Seriously, buy this book.  My programming experience prior was limited to a single semester class where all I learned was basic concepts without any actual language skills, and that was over a decade ago.  Less than halfway through this excellent text, and I was already starting the command line game project I had in mind.  Honestly, I was skeptical before and probably wouldn't have bought the book if it had not been discounted, but having seen how quickly I was grasping the concepts, I can wholeheartedly recommend this book at any price point.  There is a reason so many sources suggest this as a wonderful entry point to Python.tl:dr - Want to learn Python, Buy this book.","Reviewed in the United States on October 11, 2020","Buy this book",5,"","3"
"R3RIPS55KEENK1","satisfied customer","I love this book! I am learning so much! The chapters aren't too long. The hands-on exercises are excellent. The book wanted its readers to install Sublime Text for Python; however, I couldn't program Sublime Text to work. No worries! I used Visual Studio Code to execute Python commands and it worked just fine! All the material in this book is well-written and easy to understand. I am really getting this and it feels great to master yet another programming language.  This is by far the best programming book that I have ever read and purchased. I highly recommend this book to anyone wanting to learn Python. It is no wonder why this book is rated number one! Great buy!","Reviewed in the United States on September 4, 2020","Excellent Book!",5,"",1
"R39RZIPXZYTZ6U","Seth Ward","I needed to learn basic Python for a specific project I had in mind. My previous ""code"" experience includes HTML/CSS and enough Javascript to dress up websites and make basic widgets to use at work. My hope with this book was to learn enough to get a barebones version of the project running then hand it off to a real programmer. I finished the first half of the book, which is the basics, and decided to try out a couple ideas before moving on to the ""example projects"" part of the book. The examples are great but some were honestly overkill for what I needed. To my surprise I had a working program in a few days. I recommend this book for anyone starting out with Python.","Reviewed in the United States on May 5, 2020","Easy to get started with Python",5,"",1
"RA2UW2W9DR851","B","I’ve tried a lot of the free tutorials online: classes, pdf, etc. and nothing compares to this physical book. It starts off like most tutorials with the user creating the “hello world” program, but then uses each chapter to introduce a new topic while still using the topics previously learned. If I forget something I can easily flip back and refresh my memory. The chapters are short and concise, the appendices are helpful, and the book is easy to follow. I’ve given up many times when trying to use online guides and tutorials, but I find myself wanting to spend my free time working through this book and thoroughly enjoy it.","Reviewed in the United States on March 15, 2021","The best Python course I’ve found yet.",5,"",1
"R19GSQJ5CPI6S2","T","I bought this book after struggling on Codecademy. It's very well written and easy to understand. The way Eric has written this book is exactly how I take notes. It just clicks! Even the harder concepts just need some time and rereading but I was able to follow along with every single exercise. I 100% recommend it for someone who has never coded a single line of Python in their lives. (Btw I recommend Visual Studio Code for your text editor instead of Sublime like the book suggests).","Reviewed in the United States on August 4, 2021","This book made coding more understandable than any of the online resources I was using",5,"",1
"R3H1FPFXBDBTX1","Ian Knott","It will guide you well, and you will learn. I am almost done with the book, and it has exceeded my expectations. If you are a person who learns better with a physical object, I would recommend buying books for your learning process. I have been doing Codecademy pro, udemy, and many other online tools, but this one is it I can now write my own code without using the internet to figure it out. It isn't just a guide on how to build something (though it does have that) it teaches you the syntax and proper format. Make sure you do every programming example and read through each of them to better understand. Also, try all the project ideas they have inside. If this book doesn't work for you attend a community college course on intro to programming or something. But I am sure you will get it once you read this book!","Reviewed in the United States on May 11, 2021","Get it!",5,"","2"
"REV2GMINGKTXI","Ray Elkins","I’ve tried to learn Python off and on for the last 4 years. Each time I was discouraged by the content I was using to learn. Everyone seems to want to teach Python like it’s Algebra. I hated Algebra and never got higher than a ‘C’ in it. Because my new role can really make use of learning a programming language, I thought what the hell. I bought this book expecting it to be collecting dust by chapter 2. I was wrong. I have covered 1.5 chapters each week for the last 7 weeks. It is quite evident that the author is a teacher because he understands that well thought out examples make a difference. No Algebraic expressions here…just really fun, real world examples to work on. I have confidently went from zero to hero. This book, if used appropriately, can take you to a comfortable intermediate level (250-300 level). I’m now teaching fundamentals to new learners.","Reviewed in the United States on September 16, 2021","Everything I was Looking For",5,"",1
"R8DZ9PQ3QHWJT","A. Viz","I've tried many different methods to learn Python, but nothing really stuck. I took a course in grad school specific to ArcGIS, but wanted to get a basic understanding before trying to apply to ArcPy once again.I think because the author is a high school teacher, he really breaks down why code is written in a certain way. I'm about 1/3 way through now and hope the projects section is just as good as the beginning of the book. I'll definitely look for the next Python book from this author.","Reviewed in the United States on December 31, 2021","Great for beginners!",5,"","2"
"R22W6Q0WVJGFSG","Wesley S. Thomas","This review was written by my Son Joshua J. Thomas, who I purchased the book for. He's currently a student studying Cyber Security.I'm super excited to have a book on python finally. I've heard the hype for this language throughout the web and educational circle for a while now, and now I finally learn it myself.When I got the book, I thought it would be a flimsy 200 or so page read. Not this. Boasting 507 pages, I know when I'm done, I'll have something to show for. Since this is a project-based book, I'll have a body of work to use as a testament to my new found skills. I'm ready to work.""","Reviewed in the United States on October 15, 2020","This book has exceeded the expectation of my son.",5,"",1
"RMD01FCV711VE","Adrian Z.","I like that this book remains the same yet the code had been cleaned up, updating it.","Reviewed in the United States on May 26, 2019","Excellent book! Had been updated and made better!",5,"","12"
"RFVUM3MD9BPXE","Nicholas Broussard","This book is truly awesome. It teaches basic Python programming from the ground up. There's just the right amount of detail. I quickly became proficient at writing for loops, while loops, if-elif-else statements, and functions. The book is prefaced with nice explanations of the differences between lists, dictionaries, etc. I mostly loved the breakdowns of each example. The author gives a step-by-step explanation for each. This is clearer and more accessible than any other book I've seen.My only request, Mr. Matthes, is that you write the same book but for R. I've waded through a handful of R books to find the info you've so succinctly made available in Python Crash Course.","Reviewed in the United States on October 15, 2019","Awesome Python Book",5,"","2"
"R3F0QLR45RL7NQ","arcccc","I tried the video tutorials, the Udemy courses, skillshare, youtube bingefest-- nothing stuck. Since I did not have a background in programming, I found myself asking questions like ""okay why did you choose that name for a variable and not this? Why are you changing the variable name now? Is there a specific way for doing this and that? Why are we doing this? Can it be done another way?"" and the lecturer went on without explaining themselves. With this book, the author did just that in a very detailed and concise manner. Everything is broken down like he anticipated the exact questions I had. He is good at teaching. I am glad I found this resource. He should write more books on Python.","Reviewed in the United States on June 29, 2021","Pleased",5,"","3"
"RX5NEWST8H3RL","Jodi ","I purchased this book for a college class.  Since the class was delivered online, much of my learning was on my own.  This book is an excellent step by step guide from start to finish with easy to comprehend text, as well as examples of code.  It also has three projects to do, a video game (Alien Invasion), a data visualization project, and a web applications project.  I have no coding/programming experience at all and at the end of 8 weeks, I created a pretty awesome video game!  I plan on doing the data visualization project next!  The text is very well written and has online supplements and resources in case you get stuck.","Reviewed in the United States on May 17, 2021","Excellent step by step with online support/resources",5,"","2"
"R210YF8TL7RQ13","Brian Gorman","I am a total beginner to programming. In my quest to learn Python, I tried parts of some video courses, and even the Head First Python book. They were all good, HFP being the best of the group. But this book, in my opinion, is perfect. This is a lifelong programmer taking you through a perfectly logical learning course, laying a foundation from which to build upon. Just go through it slowly and methodically, type everything in the book along the way and ponder it, and I have no doubt you will learn this language and use it capably.The other thing I love is that he never goes more than a few pages without pausing for exercises, and the exercises are never too difficult. It's exactly what was just discussed, and the solutions are on his website if you need them (I rarely did bc of how well the material was presented).I emphatically recommend this. For me, it's the beginner's master text and I'm so glad I found this author.","Reviewed in the United States on March 12, 2020","THE BEST book for learning Python",5,"","3"
"RZFGM27OAIVQY","Amazon NV customer","Excellent introduction to Python.  Well organized and very well written.  I didn't go through the latter part on a game example, but got what I needed from the main body of the book.  Thorough description of lists and dictionaries and how to use them.  I've been writing Fortran programs since 1976 and am fluent in C++ and VB.Net, and found this book an excellent resource for learning Python's specifics which are very different from what I'm used to.","Reviewed in the United States on November 2, 2021","Excellent book",5,"",1
"R3BM32PGQXECJO","DM","I've tried several courses before, but this book is the one that has, imho, the best explanations, the best presentation order of information, and the most useful concept order, too.  I highly recomment this one - I'm only 7 chapters in, but this experience will finally get me over the hump of all the other false starts I've had with Python prior to this.  Worth more than the $17, just go for it!  Oh, and I think that I could recommend this book to ages 15+, if there are any interested parties in that age group out there considering this one...","Reviewed in the United States on September 22, 2020","Best Python Starter guide I've ever seen!",5,"",0
"R1BLHE8OPRHH9Z","Turtleboi","Exctoed about the books content which I know will prob be great. But not hyped about the fact I can see the other side through the binding. Very annoying that I have to proactively buy book glue for a week or month from now when the cover comes off.To get the Real cost of book you have to add $7-$11 for book glue.  Bought this thinking they fixed the binding with all the complaints6/29/20","Reviewed in the United States on June 29, 2020","Binding coming off",3,"https://images-na.ssl-images-amazon.com/images/I/710I2uHLz3L.jpg","2"
"R18IJPXD6JCH7O","Chen Junzhou","After finishing another beginner's book and feeling confused and lost, I am so glad I bought this book. And this is THE book!!! Very clearly organized and thoroughly explained. After introduction of each concept, the author always demonstrates  how to apply it to in your coding, the thought process, and the purpose of each line of codes.  For the practical project, the author shows how to start a project from scratch, and the step by step thinking, coding, refactoring, revising, so detailed that I feel like the author is right next to me guiding me through it. I dont know how anyone else could do a better job! So much better than the other book...  I love it.","Reviewed in the United States on May 2, 2021","THE BOOK for Beginners!",5,"","2"
"R24OQN4Y61721N","Bill","This book is great! It immediately has you working in Python and each exercise builds from the last one. This book is so far has easily taught basic concepts of coding in general. The only thing I would suggest is to introduce commenting right after the Hello World exercise, I was already familiar with commenting so I added them as I did the exercises. So that's really my only bit it criticism so far with this book.I'm only on chapter 4 but so far I love this book. I use this book with PyCharm and have a much better understanding of code now more than ever. Each chapter has interactive lessons and exercises to do based on those lessons through the chapter. Excellent book.","Reviewed in the United States on April 3, 2022","Great book",5,"https://m.media-amazon.com/images/I/61xdYUNzWZL.jpg",0
"R2RK88MKRVUGOA","rbsilva21","I started to develop some projects in Python, following some internet web pages, everybody suggested this book for a beginner to intermediate Python student. The book provides tons of examples, the codes used in the book are in github as well if you got stuck in some examples, so is great to start thinking as a python developer. At the end of the book, there are 3 hands-on projects, a game to develop, a data visualization project and a web app using Django. I started with Django, I connected with my AWS account to use the web app in a cloud environment, so it gave me a lot of ideas to develop by myself using the book.","Reviewed in the United States on February 20, 2020","Best intro python book. Lots of hands on projects.",5,"","2"
"R25FZRMRXP1UR9","Amazon Customer","For a start, the cover falls off. That seems to have happened to other readers.  At least it makes it easier to keep the book open at the page you are reading while using your other two hands on the computer keyboard. The instructions on how to complete the installation of Python and Sublime Text so they would work together was not clear enough for me – I had to get help before I could make anything work. But then, progress through the chapters seems slow, especially if you are going to do all the exercises: The explanations are clear enough but I kept on wanting to look ahead to find out how to do something the book hadn't got to yet, and this is where I found the most frustrating inadequacy: the index is not helpful enough. If you want to find out how to copy a list to a file, for example, you won't find  any reference to that in the index.  Searching the internet is much more productive. Perhaps I was looking for a reference book rather than  ""crash course"". I needed the book but it didn't work as a crash course for me. It might for somebody with more patience.","Reviewed in the United States on September 16, 2019","Written with the best of intentions, but falls a bit short",4,"",1
"R3MDJH2LM8WBBM","Dirkster","I started learning Python with online app courses, but noticed they tend to have learning gaps.  Started going through this book, and it's great.  Takes the time to explain why you do certain things in Python, as well as show good examples.  The exercises are step by step, and so far I've had no issues.  The only challenge I've had so far is working with and learning how to use text editors.  I recommend Visual Studio Code over what is recommended in the book.","Reviewed in the United States on January 5, 2022","Great book for beginners",5,"",1
"R334PUAR7TVZ98","Helper","If you like to understand what each command does in Python then this book is for you.  A Python class can teach you how to write a project and as the project gets completed you get familiar with the different commands.  I prefer learning a programming language by learning the language commands first and then putting them together to write an innovative program. If you like that too then this book is for you.","Reviewed in the United States on February 16, 2021","Great Explanations",5,"",1
"R21OAFMAXG4T8N","Rosalie ","I took a programming course via a university, and this was the textbook required. Did not help at all with learning python.","Reviewed in the United States on May 15, 2021","Not very useful",1,"","2"
"RSNHPQN13B5V2","Cici","After buying several python book and taking several online tutorials that didn't work for me, I found this book. This book goes step by step into python concepts with examples and exercises. The answers are available online in case you need it.I really recommend this book.","Reviewed in the United States on April 15, 2022","Great book for beginners",5,"",0
"R3ENB0FBWXI97L","Voyager","I’m new at this - never studied computer science, never programmed anything in my life. This book is set up for the true beginner like me. I’m halfway through it and have been able to understand all the concepts so far, and I’m able to make basic programs. Python seems to be a popular programming language globally, so I’m glad to be able to start learning it on my own. Very pleased so far.","Reviewed in the United States on April 9, 2022","Great way to start learning Python.",5,"",0
"R3A9EDMV4HX3IF","Jonathan","I am taking an online college course for intro to scripting in Python, and there is no book with the course, just an online tutorial that you use. The online ""book"" is streamlined and wasn't cutting it for me. The Crash Course book is so much better and it fills in a lot of gaps. My only complaint is the book should have been spiral bound. The binding isn't great for a book this size and you need the spiral option to have the book stay open while you type in the exercises, which are great. Highly recommend the book for true beginners. Probably too basic for anyone else, but it is at the level i needed.","Reviewed in the United States on January 25, 2020","Perfect for beginners - wish it was spiral bound",4,"",1
"R4YESMPM2JW94","MNorris","They say don't judge a book by it's cover - and that's why I'm still giving it 4 stars. The actual content of the book is wonderfully written and explained. I really like that the author takes you through writing full game (like Space Invaders) using everything you have learned. I highly recommend it.However the book binding has started falling apart after less than a month.  I plan on re-gluing the binding to make it a bit more sturdy.","Reviewed in the United States on June 10, 2020","Great content, but terrible binding and flimsy cover",4,"",1
"R3AP4NS8B0BIOK","Kay","I love this book. I am a beginner, and I have been trying to study and finding ways to keep all theinfo in my head, but I always get overwhelmed. In most of the videos and courses I have taken the people teachingit don't make it clear or not even their fault but they teach it in a way that only programmers will know not the complete beginner(even though most say its for beginners). Anyone out there looking to really learn and practice what they learned, this book is for you trust me.  The author Eric Matthes explains it with good details and doesn't make you feel like you are just putting info in your head that you can't use, it's the total opposite. you keep what you learn and know exactly what everything is actually used for.","Reviewed in the United States on February 23, 2021","Learning a lot with this book!!! (beginner)",5,"","2"
"R7RXWHCLPYD0A","superthaix","Fantastic book, especially for beginners. Actually the best book ever to learn Python. Clear and easy to understand. Everything is explained very well. Just to let you know I have read at least 50 other Python beginners books, and this is the champion. The problem is that 99% of the beginners books are written by experienced programmers who are unfortunately horrible teachers. This book is the exception and gives you more confidence that you can actually learn Python.","Reviewed in the United States on March 12, 2020","The champion!",5,"",1
"R16W7M6VCF78RR","Louis Tyson","I like the way Eric laid out his material and examples in such a way that each one formed a chain of the whole. Moreover, he not gave great examples, he took the time to give more of the like along with a detailed explanation of that example.  Again, each example flowed smoothly into the next as well as into the next subject and chapter.Honestly, have spent thousands of dollars in books and classes related to computer science, and this book and the Head First books are all money well spent!  This course actually formed together many of the concepts which I spent years learning in classrooms with a far greater understanding. Also prayer helps as well.Although, I must say in my opinion the Head First guides are great but the authors of these Python books tend get to the point a bit faster and smoother than them.","Reviewed in the United States on February 17, 2021","One of the Best DIY Software Development Books I've Encountered so far!!",5,"",0
"R222VTO62PAJGE","Collected","I bought this book because I wanted to help out with a project that involved Python -- I didn't even understand what was required of me. I'm about halfway through, and am already feeling a lot more comfortable about the project. The book lays things out in a very systematic way, with exercise that help you figure out exactly what's going on (and makes lots of mistakes along the way, which is always valuable though annoying at the time) . . .","Reviewed in the United States on August 27, 2021","Good introduction for someone who knows nothing about Python",5,"",1
"RXN0ULJYZPCXL","Lily","I have taken Learn Python the Hard Way online as well as codecademy. They both had its good and not so good, and I wanted to try this book. It was very complementary. The projects are great, easy to understand with detailed explanation. I took a start down, because of poor binding. They sent me a replacement with a different printing, but it was the same thing. Kindle version could be better.","Reviewed in the United States on September 29, 2020","The contents are excellent!",4,"",0
"R25269QMXUN1OU","Amazon Customer","The book separated completely from the spine when first opened! I’m returning it because of this.The content is 5/5. Good beginner information that is clear and thorough. However, you can learn the majority of it from a good online course for free. For that reason I gave it 2/5.","Reviewed in the United States on August 31, 2020","Separated from spine when first opened",2,"",1
"RT50WZ6KMAI95","Amazon Customer","I should start this review with the qualifier that I am extremely tech challenged. I've wanted to learn Python for a long time to help me with my work, but every book or course I had looked at previously was too quick, too advanced, and assumed you knew too much about programming and computers. This book literally starts with downloading Python correctly onto your computer - something I've had difficulty in the past with other programs! This book is perfect if you need a slow-and-steady introduction to Python with a lot of hand-holding and workable examples.","Reviewed in the United States on August 7, 2020","Perfect for Tech-Challenged Python Learners",5,"",0
"R2PGEIVJ7TOOTE","Molotov","The book is well structured with useful examples to follow.  The focus is on best practices.  The exercises are semi-cumulative and galvanize the reader to think of the different ways a task can be accomplished.  If you put in a small amount of effort, this book will give you much in return.","Reviewed in the United States on July 2, 2020","Great content",5,"","2"
"RZBE6OPEB1Q6I","J. Hersh","I enjoyed this book immensely as someone who has tried to get into python multiple times over the past few years and got bored halfway through. I actually found myself enjoying the content of this book so much that I would continually go back into it each day to learn more and practice. After 7+ years I may finally be able to learn Python in its entirety! The projects are also interesting to follow and help wrack your brain around the processes behind the code.The only complaint I have about this book is that the cover separated from the binding due to shoddy glue work. I  treat my books with respect and it still somehow popped off. Not a huge deal as the front cover is connected with glue but definitely a bit disappointing.Hard recommend for beginners.","Reviewed in the United States on August 18, 2020","Great book for learning python! Very informative and fun to follow. Easy read!",4,"",1
"REBFK4Q3389P0","D. Smith","I have the kindle version and I do like the content.  One complaint I have is with the code examples...the pictures I have included are from chapter 7.  A snippet of the book and a screen shot of my computer... The example code can be convoluted at times (tabs and spacing) and  if not done correctly the program won't work as expected.Other than that I'm finding it useful to learn Python3.","Reviewed in the United States on April 2, 2022","Kindle Version Code Examples Issues",4,"https://m.media-amazon.com/images/I/41E0lSz4iiL.jpg
https://m.media-amazon.com/images/I/61Rb-d1U0nL.jpg",0
"RS44YIADR8SR9","Michael, B","1st off is IMHO the book is outstanding and allot of time and thought went into it.  I look forward more books by Eric.2nd I had a problem with the binding coming off of the book and contacted No Starch Press.  There definitely an outstanding company to work with and took care of the problem.I'm very very happy with the author and publisher..............","Reviewed in the United States on September 15, 2020","Python Crash Course, 2nd Edition,",5,"",0
"R2RTR1M0Z4GIC4","B Sherwood","I am not brand new to programming entirely, but my experience with programming was in C++ over a decade ago.  I have always had a desire to learn to program because why not learn to speak another language that is so useful.  Well this book even though I have only had it for a few days now is amazing.  I have tried learning with the immense amount of YouTube videos out there and have quickly been side tracked.  I like this book because it provides structure to my learning.  I am able to have a ""lesson plan"".  I guess it is kind of old school of me to want a textbook to learn from, but what can I say if it works, it works.  This book is well laid out and easy to understand.  I like that it has been recently updated, which is helpful to be on the same update of python as the book. All together very pleased so far and will continue to use more books by this publisher.","Reviewed in the United States on September 26, 2019","What a Great place to Start",5,"",1
"R1U6JA7IJBB79G","Tolete","I highly recommend this book for those who want to learn the basics Python. It goes through great details and explains things very clearly with examples of what to do and what to avoid doing.","Reviewed in the United States on April 3, 2021","Excellent book!",5,"",1
"R1AQJRD0F807G9","John Harp","Teach, don't preach; Left or Right.","Reviewed in the United States on July 30, 2021","There are better sources sans the politics.",1,"","2"
"RAYNH61FO4GVG","Rory Derrick","I have several ""no starch press "" books and have used them all for reference purposes. Python Crash course has covered many topics very well. I'm very pleased with it.","Reviewed in the United States on April 27, 2021","Great resource for learning Python",5,"",1
"R1EV6SAJKQQ7P2","Gabi Q","This book is awesome. The author does a great job explaining new concepts and showing examples that make it easy to understand. As the material gets harder, the author does an excellent job at reintroducing concepts learned in previous chapters to help you write better code. I would absolutely recommend this book to anyone wanting to get familiar with Python.","Reviewed in the United States on July 19, 2021","Worth it",5,"",0
"R1TZKBKTYDG8M8","Tim O","I love this book. My fourth No Starch Press book and like the others, clear, concise, engaging and informative.  Author Eric Matthes does a fine job of gently but effectively leading a newbie into the world of programming.  I must also confess to loving the artwork and book design that marks a No Starch Press book.  Thank You.","Reviewed in the United States on May 2, 2022","Great resource to start Python",5,"",0
"RDP9CEHUSB8I8","badmofo","Great book.  I’m on chapter 7 now and I am really happy with how the content is laid out in plain English and goes through each line of code step-by-step.","Reviewed in the United States on May 2, 2021","Excellent",5,"",1
"RDP4G6JLACZYG","Taylor","my only complaint is, since this is an introductory book, it should give resources or cover common install issues such as placing things in the path. this is needed at the beginning of the book, and without prior programming/systems experience, this could be a huge complication.  being in path may or may not be the default, depending on your system and download specifications. however this book still deserves a five star rating because it is very straight forward, building skills and competency from the ground up.  i also really liked that there was a git and github section included because version control platforms can be confusing at first, but with a straight forward explanation, not hard to get used to.","Reviewed in the United States on July 31, 2020","Great introductory",5,"",0
"R1W27BZULY84SM","Tony","I am an IT student with no prior knowledge of coding and just finished my first class. It was a struggle and I decided to spend the summer getting better before the next coding course start in the fall. The book covers a great deal but if you are a beginner the author does a great job of not just teaching how to code but also explains what is going on behind the scenes.The first half of the book covers basic topics and the second half consists of three projects that delve deeper into the world of python.I burned through this book in less than a week and plan on checking out as much as I can (Automate the boring stuff is next on my list) by this author over the summer.","Reviewed in the United States on May 30, 2020","Worth the purchase!!",4,"",0
"R3BQEBQ1N7L0PL","No Comps","The book lacks any depth or technicality whatsoever. The most basic coverage possible. Geared strictly towards the absolute beginner. If you have even the slightest knowledge of programming and/or python, this book offers virtually zero value.","Reviewed in the United States on March 23, 2022","Too basic",1,"",0
"R2P2DJLBXT8KH5","Gino Murin","As a beginner programmer having very little knowledge, this book has done more for me in two weeks than any of the ""bootcamps"" or anything available online. The book goes in depth and gives you a good foundation in programming....Helps you to understand the underlying concepts and not just memorize code. Found this in numerous locations for free online but decide to purchase out of appreciation for what this has done for my development as a programmer. Highly recommend!","Reviewed in the United States on December 12, 2020","Perfect for beginners",5,"",1
"R24IKUQ1FWA8DT","E. Fernandez","Book is good but I just got it today and the book binding is unglued. It is coming apart.","Reviewed in the United States on May 2, 2020","Unglued book binding",1,"","3"
"R13H76YKLFOB8M","MJS","The content of the book is great though I wish the font size was larger. The pacing of the course is perfect for me. No complaints regarding the content.The lessons are in nice, bite sized chunks and work perfectly for me since I cannot sit down for long stretches but have to squeeze in some lessons and readings periodically over the course of the day.<updated>","Reviewed in the United States on March 4, 2020","Content awesome, pacing awesome",5,"",0
"R1RLPQ51DV5Q6A","J","Taken back from the price to value ratio with this book, a few hundred pages and great starter and novice explanations and elaborations. Even has you follow along with practices from within the book. I’m talking my first year of SD classes and this book is helping a lot with the python side of it.","Reviewed in the United States on October 18, 2020","I love it, great for students",5,"",0
"R3UQ43IAKQTX1H","Amazon Customer","I bought this for class and it’s pretty dang useful.  It’s 99% non-political and just coding, but there’s definitely a push for making coding political in this book and his website. I just want to learn a new job","Reviewed in the United States on July 18, 2021","Good reference and beginner book - leave out the politics",4,"",0
"RHMQD1T4UMAF5","Amazon Customer","Honestly? I’ve learned a lot. I’m taking a course on Udemy, watching YouTube videos, using every resource I can and this book just puts things in a way you can really understand and practice. My book came with its spine in tact(it still is)10/10 would highly recommend.Will be buying their more advanced books in the future as well as the flash cards.","Reviewed in the United States on January 18, 2022","Great Read",5,"https://m.media-amazon.com/images/I/61LwPtZh0JL.jpg
https://m.media-amazon.com/images/I/71OUlC2NkbL.jpg",1
"R3NLRILYEWQ1C0","Bill L.","I already knew quite a bit of Python and Flask, but never quite made the jump to Django. It's such a useful framework, especially the Database setup and Admin console are such a huge advantage over Flask. I haven't dug much into the other sections, but this section was worth the price alone.","Reviewed in the United States on August 21, 2021","Just built my First Actual Django App",5,"",0
"R158P2UGR182PJ","Eric Wood","Other reviews that suggest this book moves too slowly and is repetitive are essentially correct. But I am not saying that is a negative...this is a great book to cement the fundamentals.  Calling this a crash course is a bit of a misnomer...you will not feel as if you are being thrown into the deep end. This takes a measured and gradual series of steps  using reinforcement exercises along the way to get you comfortable with Python.","Reviewed in the United States on September 27, 2021","Python Step by Step",4,"",0
"R3CWIJYN4BXBO9","the familia","My wife’s is a teacher but new to programming and has been trying to learn using a variety of methods, but had been struggling.  This is the first book that has really clicked.  Both the text and exercises are excellent.","Reviewed in the United States on May 24, 2020","Excellent book for beginners",5,"",1
"R16BF6PCY6CUER","Amazon Customer","Did not live up to expectations for simplicity or helpfulness. Possibly not for beginners and was impossible for me to complete the first chapter","Reviewed in the United States on September 18, 2020","If you are a beginner start somewhere else",1,"","2"
"R3TFPJJ6JBHW3X","Janet Fenstermacher","The only thing I have noticed so far is that the index pages in the back skip a few things. I believe a page was left out, I tried to look up integers and numbers, there is no M, N, and O in the index section.  Very detailed on everything I have looked up so far and I am very happy with the book.","Reviewed in the United States on July 25, 2019","Very helpful with my class",4,"",1
"RH3FOLBSJUCWA","Weronika","This book finally helped me learned python after feel stuck and confused for months. It breaks it down and explains it beautifully. If you’re struggling with python on completely new to this then this is the go to book.","Reviewed in the United States on July 12, 2020","Go to book for Python",5,"",1
"R6YCEBS8218BH","Sheldon","I plain and simply love this book. I own both digital copies of the first and second edition. As an educator in technology this is on my recommended reading list for students wanting to learn Python. I work in the Net DevOps space and the material here can be translated to infrastructure monitoring. GREAT READ!!!","Reviewed in the United States on April 30, 2021","Skills to Everyday Python Projects for Everyday Python Programmers",5,"",1
"R1BK4R3UAPFHX2","Pravin Pathak","Loved this book. Nicely explains basic concepts along with code. Each code line is explained properly.  Lots of code lines to explain.  Three projects at the end are really great way to enforce language and also to introduce different Python modules.  I found them really helpful.","Reviewed in the United States on May 10, 2020","Very good book to start learning Python.  3 complete projects from different fields",5,"",0
